numero_de_dossier,annee_budgetaire,nom_beneficiaire,numero_siret,objet_du_dossier,montant_vote,direction,nature_de_la_subvention,secteurs_d_activites_definies_par_l_association
2022_03748,2022,SOLIDARITE JEAN MERLIN,34292500000000.0,POURSUIVRE L¿ACTIVITÉ D'ACCUEIL ET DEDOMICILIATION DE PERSONNES SANS DOMICILESTABLE ET DE RÉFUGI,15000.0,DASES,Projet,none
2024_05950,2024,IRAEC - INSTITUT DE RECHERCHE APPLIQUEE POUR L'ENFANT ET LE COUPLE,30583900000000.0,Iraec 2024,210000.0,DFPE,Fonctionnement,['social']
2024_01198,2024,ENSEMBLE NOUS SOMMES LE 10 EME,45209900000000.0,CPO Ensemble nous sommes le 10e,2500.0,DDCT,Fonctionnement,none
2024_08434,2024,"""FAITS & GESTES""",92273300000000.0,SV24LAB2 - LATELIÉ,2000.0,DAC,Projet,none
2024_04180,2024,RESEAU D'ASSISTANCE AUX VICTIMES D'AGRESSIONS ET DE DISCRIMINATIONS (R.A.V.A.D),49160000000000.0,fonctionnement 2024 du RAVAD,5000.0,DDCT,Projet,none
2022_03450,2022,CELUI QUI SOUFFLE,49228600000000.0,Les Jeux du piano,4000.0,DAC,Projet,none
2022_09822,2022,CITIZEN CARE,85321300000000.0,Achat d'équipements,6827.0,DSOL,Investissement,none
2022_06797,2022,DOUZE-DOUZE,51465200000000.0,Fresque participative au TEP Michelet,10000.0,DDCT,Projet,none
2022_00390,2022,EVOLUTION SPORTIVE ET CULTURELLE DU XVEME ESC XV,51890500000000.0,Aide au redémarrage de l'activité pour la saison 2021-2022,36000.0,DJS,Fonctionnement,none
2022_03457,2022,KACHASHI,42134800000000.0,PROJET HUNTINGTON- HANDICAP ET DANSE,5000.0,DAC,Projet,none
2022_09676,2022,LES HÉRITIERS DE LA CULTURE,91255900000000.0,Encourager et promouvoir la culture auprès de jeunes enfants et adolescents en MECS,4500.0,DSOL,Fonctionnement,none
2022_02800,2022,MA RESSOURCERIE,52189400000000.0,Convention financière annuelle de fonctionnement de l'Association Ma Ressourcerie,30000.0,DPE,Fonctionnement,none
2022_00349,2022,QUARTIER DE SOLEIL,48467500000000.0,Lien SocialÉchange et ouverture culturelle à destination des familles.,3500.0,DDCT,Projet,none
2024_06835,2024,ACTIONS TRAITEMENTS,38861600000000.0,Actions de lutte contre la sérophobie et défense des droits des personnes vivant avec le VIH,4000.0,DDCT,Indéterminée,['social']
2024_00748,2024,CARTE BLANCHE 2001,51744200000000.0,Elle a pour objet une aide au fonctionnement de notre association pour la période 2023/2024,700.0,DJS,Fonctionnement,['sport']
2024_09744,2024,MEDIATION NOMADE,52804600000000.0,Des médiations nomades pour (re)tisser du lien social,2500.0,DDCT,Projet,['education & formation']
2022_03717,2022,SPORTING CLUB PARIS VOLLEY,83904400000000.0,fonctionnement 9°,4000.0,DJS,Fonctionnement,none
2023_08564,2023,ASSOCIATION FRANCAISE DRAGON DE JADE 75 AFDJ75,49779500000000.0,Développer le self défense à destination des femmes victimes de violences (fonds d'animation locale),2000.0,DDCT,Fonctionnement,['sport']
2023_08742,2023,ATELIERS VARAN,34991900000000.0,Initiation au cinéma documentaire,5000.0,DAC,Fonctionnement,['culture & arts']
2023_00284,2023,BLANQUI ITALIE CORVISART PETANQUE,81388400000000.0,Fonctionnement courant de l'association,700.0,DJS,Fonctionnement,['sport']
2023_01816,2023,EN AVANT DE PARIS,33016700000000.0,Convention Pluriannuelle d'Objectifs,20000.0,DJS,Fonctionnement,['sport']
2023_07509,2023,"INSTITUT POUR LE DEVELOPPEMENT, L'ENVIRONNEMENT ET L'ENERGIE - IDE-E",81087800000000.0,Projet Phu Yen Zéro Déchet - APPEL À PROJETS SOLIDAE23,14000.0,DGRI,Projet,['environnement & écologie']
2023_05652,2023,PHARE ENFANTS-PARENTS ASSOCIATION POUR L'HARMONIE DES RELATIONS ENFANTS- PARENTS,42497200000000.0,ESPACE D'ACCUEIL ET D'ECOUTE,15000.0,DSP,Projet,['education & formation']
2023_05097,2023,POT@MAI,83429600000000.0,"Installation d'une Unité de Services Essentiels alimentée par énergie renouvelable, Pont du Niari",9800.0,DGRI,Projet,['education & formation']
2023_01875,2023,TENCHI,45326000000000.0,Fonctionnement de l'association,1500.0,DJS,Fonctionnement,['sport']
2024_06722,2024,ASSOCIATION FRANCAISE CONTRE LES MYOPATHIES,77561000000000.0,Améliorer autonomie et qualité de vie des enfants et adolescents atteints de maladie neuromusculaire,5000.0,DSOL,Fonctionnement,none
2024_08918,2024,COMPAGNIE LOUVE,75249200000000.0,Demande d'aide à la résidence laboratoire de la Ville de Paris - SV24LAB2,4000.0,DAC,Projet,none
2024_06158,2024,SYNDICAT DES ORGANISATEURS CULTURELS LIBRES ET ENGAGES,85052100000000.0,Subvention fonctionnement SOCLE 2024,5000.0,DDCT,Fonctionnement,none
2024_10254,2024,MOTS POUR MAUX,48419200000000.0,Apprendre à être dans une relation positive et respectueuse,3000.0,DDCT,Indéterminée,none
2022_09209,2022,LA TABLE DE CANA PARIS NORD OUEST (LTCPNO),39257200000000.0,2022/2023 - Des Etoiles & Des Femmes Paris Ile De France - promotion 75-4 -PTEJ22,20000.0,DAE,Fonctionnement,none
2024_02692,2024,ASSOCIATION SPORTIVE DU LYCEE POLYVALENT ELISA LEMONNIER,51526300000000.0,Fonctionnement pérenne de notre association,1000.0,DJS,Fonctionnement,['sport']
2024_00569,2024,FEDERATION FRANCAISE D'ESCRIME,77567600000000.0,Mazars Challenge International de Paris,10000.0,DJS,Fonctionnement,['sport']
2023_04106,2023,FEDERATION FRANÇAISE DE  DEBAT ET D'ELOQUENCE - FFDE,81038200000000.0,Championnat de Débat parlementaireTrophée des OrateursProcès fictif,2000.0,DAE,Projet,['culture & arts']
2024_05806,2024,COLOSSE AUX PIEDS D'ARGILE,80475600000000.0,Prévention et sensibilisation aux risques de violences sexuelles et de pédocriminalité pour l'ASE,45000.0,DSOL,Projet,none
2024_03226,2024,DYNA MO,34743400000000.0,IAE BIAE (DAE),73000.0,DAE,Fonctionnement,none
2024_07323,2024,CENTRE MEDEM-ARBETER RING,77567900000000.0,subvention de fonctionnement,3000.0,DAC,Fonctionnement,none
2023_08020,2023,4120 CORPS,51034600000000.0,"Festival Move it! Ateliers, cours en plein air, performances et chorégraphie participative.FORMSOL",10000.0,DAC,Projet,['culture & arts']
2023_00804,2023,AFOOD'ARC-EN-CIEL,82360300000000.0,Ensembles avec nos différences,2000.0,DDCT,Projet,['education & formation']
2023_03788,2023,ASSOCIATION CRECHE GAN ESTHER AGE,37848000000000.0,SUBVENTION,114879.0,DFPE,Fonctionnement,['social']
2023_10977,2023,CENTRE D'INFORMATION SUR LES DROITS DES FEMMES ET DES FAMILLES DE PARIS CIDFF DE PARIS,48937700000000.0,CPO ACCOMPAGNEMENT VERS L'EMPLOI DES FEMMES VICTIMES DE VIOLENCES,19000.0,DAE,Fonctionnement,['vie et animation locale']
2023_10243,2023,FORMAT COURT,82929100000000.0,Demande de soutien festival Format Court,3000.0,DAC,Fonctionnement,['culture & arts']
2023_07089,2023,L'ACADEMIE DES RUCHES,50299000000000.0,Parcours Créateurs 2023 - Jeunes Pousses CREA2023,35000.0,DAE,Projet,['aides aux associations']
2023_10890,2023,L'ETERNEL SOLIDAIRE,82398300000000.0,Co-financement d'un poste adulte-relais | Convention 075 20 R0035 00,3920.0,DDCT,Projet,['education & formation']
2023_06081,2023,PAROLES VOYAGEUSES,49512500000000.0,CPO SPV Paroles Voyageuses - Rentrée Partagée 11e,3500.0,DDCT,Projet,['education & formation']
2023_07949,2023,SOLIDARITES JEUNESSES,77573100000000.0,« Apprenti Reporter sur un projet de solidarité»,3000.0,DJS,Projet,['education & formation']
2023_04689,2023,SOLIDARITES NOUVELLES POUR LE LOGEMENT PARIS SNL PARIS,41112500000000.0,Mobiliser les citoyens dans l¿accompagnement social des ménages en difficultés financières et social,30000.0,DSOL,Projet,['social']
2023_04386,2023,THEATRE SILVIA MONFORT,38772300000000.0,Culture & Solidarités - Justice - Santé 2023  Cirque social & Danse et santé mentale,5000.0,DAC,Projet,['culture & arts']
2022_00925,2022,ASSOCIATION DE LA FONDATION ETUDIANTE POUR LA VILLE AFEV,39032200000000.0,CPO SPV -Kolocations solidaires dans le 13ème : 34 étudiants s'engagent dans les quartiers,2000.0,DDCT,Projet,none
2022_05109,2022,ASSOCIATION DE PREVENTION DU SITE DE LA VILLETTE APSV,34063500000000.0,LPE2022_Villette,6000.0,DGRI,Projet,none
2022_02978,2022,ESTRELIA,34878200000000.0,BUDGET 2022 CRÈCHE FAMILIALE ESTRELIA,230629.0,DFPE,Fonctionnement,none
2022_10067,2022,FEDERATION FRANCAISE DE DANSE FFD,78462200000000.0,accompagnement d¿athlète de haut niveau dans la perspective de jeux paralympiques de Paris 2024,6000.0,DJS,Fonctionnement,none
2022_08009,2022,GABY SOURIRE,47978900000000.0,HORS CPO Cadre de vie - Lien social : Quand une compagnie s'invite dans votre immeuble.,1000.0,DDCT,Projet,none
2022_08838,2022,INSTITUTIONS GANONE YAD,39419100000000.0,soutien complémentaire,6808.0,DFPE,Fonctionnement,none
2022_02486,2022,LA BIBLIOTHEQUE RUSSE TOURGUENEV,78426000000000.0,Fonctionnement courant de l'association pour l'année 2022,13000.0,DAC,Fonctionnement,none
2022_01234,2022,LED BY HER,81029400000000.0,"Egalité femmes/hommesDroits humains, intégration et lutte contre les discriminations",3000.0,DDCT,Projet,none
2022_08875,2022,LES APACHES DES VIGNOLES,44532700000000.0,soutien complémentaire,2300.0,DFPE,Fonctionnement,none
2022_02663,2022,REPUBLIQUE ENFANTS,32396200000000.0,Subvention de fonctionnement Crèche parentale associative République Enfants,53721.0,DFPE,Fonctionnement,none
2022_08036,2022,RESEAU FRANCILIEN DU REEMPLOI,80012600000000.0,Espace Public - Place Alphonse Allais - Ressourcerie Ephémère,4000.0,DDCT,Projet,none
2024_08247,2024,"ASSOCIATION IBUKA - MEMOIRE, JUSTICE ET SOUTIEN AUX RESCAPES, SECTION FRANCE - IBUKA FRANCE",52086800000000.0,Parcours mémoriel sur les traces du génocide,30000.0,DGRI,Projet,['education & formation']
2024_00788,2024,COLLECTIF INDEPENDANT DES LOCATAIRES DE LA RESIDENCE DE TANGER (CIRT),51458700000000.0,VVV2024 Favoriser la Citoyenneté et l¿Eveil Culturel de jeunes de 11-18 ans du quartier Riquet Stal,2478.0,DPMP,Projet,['education & formation']
2024_09382,2024,FESTIVAL DES ESSENTIELS,89982600000000.0,Festival des Essentiels Porte Montmartre 2024 Enveloppe Bloche Paris 18,2000.0,DAC,Projet,['culture & arts']
2024_05388,2024,TATANE,75239400000000.0,"CPO : CITIZEN FOOT « BELLEVILLE » (11e/20e) : programme annuel « football, lien social et fête de qu",5000.0,DPMP,Projet,['sport']
2024_00968,2024,THÉÂTRE IDEOGRAM CENTRE DE RECHERCHES THEATRALES,49868900000000.0,Les Contes Soufis Laïcité,5000.0,DDCT,Projet,['culture & arts']
2024_10277,2024,ASSOCIATION DES DONNEURS DE VOIX,33241600000000.0,Permettre l'accès à la lecture aux personnes en situation de handicap médicalement reconnu,3000.0,DSOL,Fonctionnement,none
2024_01272,2024,JE D'ENFANT (ET D¿ADOLESCENT),79278900000000.0,Rendez-vous des familles dans le 13è,1500.0,DDCT,Projet,none
2022_04171,2022,ASSOCIATION NATIONALE DE PREVENTION EN ALCOOLOGIE ET ADDICTOLOGIE,77566000000000.0,"Déploiement de la Réduction des Risques et des dommages ¿ Alcool (RdRA) en structure d¿Accueil, d¿",20000.0,DSP,Projet,none
2022_05560,2022,ENQUÊTE,52835700000000.0,Animation d'ateliers d'éducation à la laïcité et formation de professionnels,4000.0,DDCT,Projet,none
2021_12131,2022,HANDICAP INTERNATIONAL,32737800000000.0,Hommage au civil inconnu,5000.0,DGRI,Projet,none
2022_04556,2022,HF ILE-DE-FRANCE,53179900000000.0,Service égalité intégration inclusion (SEII),5000.0,DDCT,Projet,none
2022_00218,2022,LES AMI E S DU MAGE,42256700000000.0,Soutien aux activités et publications 2022 du réseau de recherches Mage (Marché du travail et Genre),12000.0,DDCT,Projet,none
2022_05281,2022,L'ONDE ET CYBELE,47756800000000.0,Aide au fonctionnement / DAC bureau de la musique,40000.0,DAC,Fonctionnement,none
2022_08289,2022,POLYNOTES 75,39187300000000.0,"POLYNOTES, École de MusiquesSubvention d'équipement 2022",3000.0,DAC,Investissement,none
2022_09879,2022,ASSOCIATION ACCORDERIE DE PARIS 19EME (AAP19),83498200000000.0,COFINANCEMENT VILLE-ETAT POSTE ADULTE RELAIS -ACCORDERIE PARIS 19EMEAR 075 19 R0015 00,3133.0,DDCT,Fonctionnement,none
2023_06106,2023,ASSOCIATION DE MEDIATION INTERCULTURELLE - AMI,44158200000000.0,CPO SPV - ECRIVAIN PUBLIC SOUTIEN JURIDIQUE,3500.0,DDCT,Projet,['social']
2023_08889,2023,ASSOCIATION DU QUARTIER SAINT BERNARD,44444200000000.0,Pôle Animations / été 2023,1500.0,DDCT,Fonctionnement,['sport']
2023_07481,2023,ASSOCIATION REFLETS 15,47761800000000.0,FAL15,500.0,DDCT,Fonctionnement,['sport']
2023_00755,2023,ASSOCIATION SPORTIVE DU LYCEE JACQUES DECOUR,49428300000000.0,Subvention de fonctionnement 2022-23Création d'une section FOOTBALL,1000.0,DJS,Fonctionnement,['sport']
2023_10861,2023,BELLES ABSENTES,44522100000000.0,Artistes et sportifs associés SSD,10000.0,DAC,Projet,['culture & arts']
2023_09509,2023,LA NOUVELLE RÔTISSERIE,79425700000000.0,Subvention au titre du FAL 10ème,4500.0,DDCT,Fonctionnement,['culture & arts']
2023_03071,2023,LA PETITE ROCKETTE,50882200000000.0,IAE BESC,28000.0,DAE,Fonctionnement,['social']
2023_03536,2023,L'ASSEMBLEE CITOYENNE DES ORIGINAIRES DE TURQUIE (L'ACORT),32704800000000.0,"CPO SPV 13ème édition de  ""La Petite Istanbul en Fête""",2000.0,DDCT,Projet,['social']
2023_01124,2023,LES COULEURS DE PONT DE FLANDRE,81381500000000.0,Sorties culturelles et ateliers artistiques éducatifs avec les jeunes du Quart. Prioritaires,2000.0,DDCT,Projet,['culture & arts']
2023_04628,2023,LES IDEES HEUREUSES,80182100000000.0,Aide au Fonctionnement,20000.0,DAC,Fonctionnement,['culture & arts']
2023_08347,2023,MEMOIRE DES RESISTANTS JUIFS DE LA M.O.I,53842100000000.0,Subvention d'investissements pluriannuelle sur 3 ans pour deuxième partie de notre Musée virtuel,12500.0,DAC,Investissement,['education & formation']
2023_04670,2023,PÉPINS PRODUCTION LA PÉPINIÈRE DE QUARTIER,81079900000000.0,Biodiversité Végétalisation espace public Tranistion,6000.0,DEVE,Fonctionnement,['education & formation']
2023_02836,2023,PROMOTION DE L'ACCESSIBILITÉ ET DE LA CONCEPTION POUR TOUS (PACT),79147400000000.0,Financement des Rencontres de l'accessibilité et de la conception universelle pour tous,7000.0,DSOL,Fonctionnement,['social']
2023_03060,2023,REJOUE,52364700000000.0,IAE BESC,64000.0,DAE,Fonctionnement,['précarité & exclusion']
2023_00932,2023,REUSSIR MOI AUSSI,50472000000000.0,Je prépare mon stage de Troisième,2000.0,DDCT,Projet,['education & formation']
2023_08764,2023,REVIVRE,48271400000000.0,"REFUG23, appel à projets pour l'apprentissage du françaisProgramme de FLE de l'association Revivre",5000.0,DDCT,Projet,['social']
2023_09370,2023,SILHOUETTE,45317600000000.0,PARCOURS CINEMA & ENVIRONNEMENT,1000.0,DAC,Projet,['loisirs']
2023_07365,2023,SOLIDARITE ROQUETTE,39984800000000.0,Tou.te.s vélonomes !IMP-23,11200.0,DVD,Projet,['social']
2023_08433,2023,STRATA?J?M PARIS,52982000000000.0,Un collectif de jeunes filles et garçons investissent le quartier de la Tour du Pin,1000.0,DDCT,Projet,['loisirs']
2023_05190,2023,VISION SOLIDARITE,52971400000000.0,Accès à la santé visuelle et aux lunettes des personnes en situation de précarité,5000.0,DSP,Projet,['santé']
2024_08203,2024,ACTED,40288700000000.0,Aide urgence Gaza 2024,100000.0,DGRI,Projet,['social']
2024_03101,2024,ASSOCIATION SPORTIVE DU LYCEE JACQUES DECOUR,49428300000000.0,Subvention de fonctionnement 2024 AS du Lycée Jacques DECOUR,1000.0,DJS,Fonctionnement,['sport']
2024_00445,2024,BABEL INTERNATIONAL,44881300000000.0,LPE2024 - Sphera lab,8500.0,DGRI,Projet,['culture & arts']
2024_06491,2024,CAFEZOIDE,43872700000000.0,"CPO 2022/2024 SUBVENTION DDCT SECA POUR CAFEZOIDE ,LE CAFE DES ENFANTS",10000.0,DDCT,Fonctionnement,['culture & arts']
2024_01888,2024,L'AIRE A MOTS,42110300000000.0,"CPO : ASL/FLE/ALPHA Ateliers socio-linguistiques un accompagnement linguistique, numérique, culturel",1000.0,DDCT,Projet,['loisirs']
2024_02805,2024,METRAMOMES,44966300000000.0,DFPE - Demande de subvention 2024,90097.0,DFPE,Fonctionnement,['social']
2024_10674,2024,ACTION POUR LES VICTIMES DE VIOLENCES - INFORMATION - FORMATION - ECOUTE,90755700000000.0,Prévention et actions de lutte contre les violences faites aux femmes,2500.0,DSOL,Projet,none
2024_06621,2024,ASMF ASSOCIATION HANDISPORT DE PARIS PREMIERE ASSOCIATION FRANCAISE CREEE EN 1954,42982500000000.0,ASSURER LA POURSUITE DES ACTIVITES SPORTIVES,6500.0,DJS,Fonctionnement,none
2024_09368,2024,ASSOCIATION SPORTIVE ET CULTURELLE DE L'ECOLE DES QUATRE FILS,80800600000000.0,FALPC - Rue'golotte Saison 2024 Paris Centre,1400.0,DDCT,Fonctionnement,none
2024_05152,2024,ASSOCIATION SPORTIVE SCOLAIRE DU LYCEE CAMILLE SEE,49275500000000.0,Subvention pour les élèves licenciés de l'association sportive du lycée Camille Sée.,2520.0,DJS,Fonctionnement,none
2024_07530,2024,"CONSEIL D'ARCHITECTURE, D'URBANISME ET DE L'ENVIRONNEMENT DE PARIS (CAUE)",32564600000000.0,AAP TAP Localisés 2425 - Ateliers d'architecture - Comprendre et participer aux travaux de mon école,30700.0,DASCO,Fonctionnement,none
2024_04289,2024,LES POUSSINS D'ANNAM,34935000000000.0,Budget Prévisionnel 2024,116195.0,DFPE,Fonctionnement,none
2023_03692,2023,APTE.PÔLE.REPIT (A.P.R),75386600000000.0,Subvention de fonctionnement pour l'association APTE POLE REPIT,15000.0,DSOL,Fonctionnement,['social']
2023_09641,2023,ASSOCIATION DES COMMERCANTS DE LA RUE DE LA VILLETTE,79858300000000.0,illumination 2023,3200.0,DAE,Fonctionnement,['vie et animation locale']
2023_00623,2023,ASSOCIATION NATIONALE D'ASSISTANCE AUX FRONTIÈRES POUR LES PERSONNES ÉTRANGÈRES (ANAFÉ),38313600000000.0,Renforcer la défense et l¿accès aux droits des femmes maintenues dans les ZA parisiennes,3000.0,DDCT,Projet,['défense des droits et des intérêts']
2023_04567,2023,BIOCYCLE,81794500000000.0,Campagne de subvention 2023,5000.0,DEVE,Fonctionnement,['social']
2023_02188,2023,COMITE DEPARTEMENTAL DE CANOE KAYAK DE PARIS,49478900000000.0,TraverSeine 2023 - vivre la capitale en naviguant sur la Seine,2500.0,DJS,Fonctionnement,['sport']
2023_03100,2023,ESCAPADE LIBERTE MOBILITE,44929100000000.0,Renouvellement subvention de fonctionnement,11000.0,DSOL,Projet,['sport']
2023_01205,2023,ETOILES DU SOL,90298400000000.0,Olympiades de Clignancourt 2023,2000.0,DDCT,Projet,['education & formation']
2023_09436,2023,FOOTBALL CLUB PARIS 20,81920000000000.0,Animation Sportive pour le jeune public féminin,1000.0,DJS,Projet,['sport']
2023_10522,2023,LABORATOIRE REGIONAL DE SUIVI DE LA FAUNE SAUVAGE (LRSFS),51952600000000.0,Soutien aux activités du Laboratoire,5000.0,DEVE,Fonctionnement,['technique & recherche']
2023_02623,2023,LES HYPER VOISINS,83941900000000.0,Création de bornes d'apport volontaire de bio-déchets sur l'espace public,31000.0,DPE,Projet,['social']
2023_06066,2023,MAMANS ASSOCIATION GRANGES AUX BELLES,85011700000000.0,CPO SPV_Les mamans au service des habitants,5000.0,DDCT,Projet,['education & formation']
2023_05452,2023,SOS RACISME TOUCHE PAS A MON POTE,33518700000000.0,Accès au droit et à la justice pour les victimes de racisme et d¿antisémitisme,10000.0,DDCT,Projet,['education & formation']
2022_00492,2022,CIMADE SERVICE OECUMENIQUE D'ENTRAIDE,77566700000000.0,Accueil et accompagnement socio-juridique des personnes étrangères migrantes et exilée,10000.0,DSOL,Projet,none
2022_03644,2022,CLUB SPORTIF MULTISPORT DU 20EME CSM XXE,32927600000000.0,Convention Pluriannuelle d'objectifs,11000.0,DJS,Fonctionnement,none
2022_01354,2022,CROK CINE,85400500000000.0,"CROK CINÉ, programme d'éducation à l'image et par l'image socio-culturel",2500.0,DDCT,Projet,none
2022_08837,2022,INSTITUT D'EDUCATION ET DES PRATIQUES CITOYENNES (IEPC),43444800000000.0,soutien complémentaire,9200.0,DFPE,Fonctionnement,none
2022_09785,2022,INSTITUT KURDE DE PARIS,32744700000000.0,Demande de subvention 2022 pour l'Institut kurde de Paris,120000.0,DGRI,Fonctionnement,none
2022_00876,2022,KIOSQUORAMA,51421600000000.0,DEVE_ convention triennale KIOSQUORAMA - demande 2022 de renouvellement d'aide à la DEVE,500.0,DEVE,Projet,none
2021_12031,2022,SASEP SPORT ADAPTE DU SUD-EST DE PARIS,40437700000000.0,Aide au fonctionnement SASEP club de natation adaptée pour enfants de 6 à 22 ans déficients mentaux,1300.0,DJS,Fonctionnement,none
2022_08535,2022,SAVEURS EN PARTAGE,84140300000000.0,"Ateliers Participatifs alimentation durable, santé et consommation responsable",2000.0,DSP,Projet,none
2024_04954,2024,ECOLE DES PARENTS ET DES EDUCATEURS D'ILE-DE-FRANCE,78471900000000.0,LE CAFE DE L'ECOLE DES PARENTS,25000.0,DFPE,Projet,['education & formation']
2024_07000,2024,REGIE DE QUARTIER PARIS CENTRE,48753000000000.0,TZD 2024,18000.0,DPE,Projet,['social']
2024_03761,2024,ARTISTES DE MENILMONTANT,53188800000000.0,"fonctionnement habituel, projet d'éclairage du local ( en étude )",6000.0,DAC,Fonctionnement,none
2024_07269,2024,EMPREINTES URBAINES,92416000000000.0,"Projet culturel et social Art-en-Ciel, parcours muséal en plein air",1000.0,DDCT,Projet,none
